Year,Health Zone of Residence,Quarter,Month,Year/Month,Drug Type,Manner of Death,Sex,Frequency,"Rate per 100,000 population (annualized for quarterly data)",Percent,Living Situation,Place of event,Others present/aware,Opioids Stimulants Other
2018,Nova Scotia,,Mar,Mar 2018,Opioid - nonpharmaceutical,All manners,,2,,,,,,
2018,Nova Scotia,,Apr,Apr 2018,Opioid - nonpharmaceutical,All manners,,0,,,,,,
2018,Nova Scotia,,May,May 2018,Opioid - nonpharmaceutical,All manners,,0,,,,,,
2018,Nova Scotia,,Jun,Jun 2018,Opioid - nonpharmaceutical,All manners,,2,,,,,,
2018,Nova Scotia,,Jul,Jul 2018,Opioid - nonpharmaceutical,All manners,,0,,,,,,
2018,Nova Scotia,,Aug,Aug 2018,Opioid - nonpharmaceutical,All manners,,1,,,,,,
2018,Nova Scotia,,Sep,Sep 2018,Opioid - nonpharmaceutical,All manners,,1,,,,,,
2018,Nova Scotia,,Oct,Oct 2018,Opioid - nonpharmaceutical,All manners,,0,,,,,,
2018,Nova Scotia,,Nov,Nov 2018,Opioid - nonpharmaceutical,All manners,,1,,,,,,
2018,Nova Scotia,,Dec,Dec 2018,Opioid - nonpharmaceutical,All manners,,1,,,,,,
2019,Nova Scotia,,Jan,Jan 2019,Opioid - nonpharmaceutical,All manners,,0,,,,,,
2019,Nova Scotia,,Feb,Feb 2019,Opioid - nonpharmaceutical,All manners,,1,,,,,,
2019,Nova Scotia,,Mar,Mar 2019,Opioid - nonpharmaceutical,All manners,,1,,,,,,
2019,Nova Scotia,,Apr,Apr 2019,Opioid - nonpharmaceutical,All manners,,2,,,,,,
2019,Nova Scotia,,May,May 2019,Opioid - nonpharmaceutical,All manners,,0,,,,,,
2019,Nova Scotia,,Jun,Jun 2019,Opioid - nonpharmaceutical,All manners,,0,,,,,,
2019,Nova Scotia,,Jul,Jul 2019,Opioid - nonpharmaceutical,All manners,,0,,,,,,
2019,Nova Scotia,,Aug,Aug 2019,Opioid - nonpharmaceutical,All manners,,0,,,,,,
2019,Nova Scotia,,Sep,Sep 2019,Opioid - nonpharmaceutical,All manners,,0,,,,,,
2019,Nova Scotia,,Oct,Oct 2019,Opioid - nonpharmaceutical,All manners,,0,,,,,,
2019,Nova Scotia,,Nov,Nov 2019,Opioid - nonpharmaceutical,All manners,,0,,,,,,
2019,Nova Scotia,,Dec,Dec 2019,Opioid - nonpharmaceutical,All manners,,0,,,,,,
2020,Nova Scotia,,Jan,Jan 2020,Opioid - nonpharmaceutical,All manners,,0,,,,,,
2020,Nova Scotia,,Feb,Feb 2020,Opioid - nonpharmaceutical,All manners,,1,,,,,,
2020,Nova Scotia,,Mar,Mar 2020,Opioid - nonpharmaceutical,All manners,,1,,,,,,
2020,Nova Scotia,,Apr,Apr 2020,Opioid - nonpharmaceutical,All manners,,1,,,,,,
2020,Nova Scotia,,May,May 2020,Opioid - nonpharmaceutical,All manners,,0,,,,,,
2020,Nova Scotia,,Jun,Jun 2020,Opioid - nonpharmaceutical,All manners,,1,,,,,,
2020,Nova Scotia,,Jul,Jul 2020,Opioid - nonpharmaceutical,All manners,,1,,,,,,
2020,Nova Scotia,,Aug,Aug 2020,Opioid - nonpharmaceutical,All manners,,2,,,,,,
2020,Nova Scotia,,Sep,Sep 2020,Opioid - nonpharmaceutical,All manners,,1,,,,,,
2020,Nova Scotia,,Oct,Oct 2020,Opioid - nonpharmaceutical,All manners,,1,,,,,,
2020,Nova Scotia,,Nov,Nov 2020,Opioid - nonpharmaceutical,All manners,,0,,,,,,
2020,Nova Scotia,,Dec,Dec 2020,Opioid - nonpharmaceutical,All manners,,0,,,,,,
2021,Nova Scotia,,Jan,Jan 2021,Opioid - nonpharmaceutical,All manners,,1,,,,,,
2021,Nova Scotia,,Feb,Feb 2021,Opioid - nonpharmaceutical,All manners,,0,,,,,,
2021,Nova Scotia,,Mar,Mar 2021,Opioid - nonpharmaceutical,All manners,,1,,,,,,
2021,Nova Scotia,,Apr,Apr 2021,Opioid - nonpharmaceutical,All manners,,0,,,,,,
2021,Nova Scotia,,May,May 2021,Opioid - nonpharmaceutical,All manners,,0,,,,,,
2021,Nova Scotia,,Jun,Jun 2021,Opioid - nonpharmaceutical,All manners,,0,,,,,,
2021,Nova Scotia,,Jul,Jul 2021,Opioid - nonpharmaceutical,All manners,,1,,,,,,
2021,Nova Scotia,,Aug,Aug 2021,Opioid - nonpharmaceutical,All manners,,1,,,,,,
2021,Nova Scotia,,Sep,Sep 2021,Opioid - nonpharmaceutical,All manners,,0,,,,,,
2021,Nova Scotia,,Oct,Oct 2021,Opioid - nonpharmaceutical,All manners,,1,,,,,,
2021,Nova Scotia,,Nov,Nov 2021,Opioid - nonpharmaceutical,All manners,,2,,,,,,
2021,Nova Scotia,,Dec,Dec 2021,Opioid - nonpharmaceutical,All manners,,3,,,,,,
2022,Nova Scotia,,Jan,Jan 2022,Opioid - nonpharmaceutical,All manners,,4,,,,,,
2022,Nova Scotia,,Feb,Feb 2022,Opioid - nonpharmaceutical,All manners,,0,,,,,,
2022,Nova Scotia,,Mar,Mar 2022,Opioid - nonpharmaceutical,All manners,,0,,,,,,
2022,Nova Scotia,,Apr,Apr 2022,Opioid - nonpharmaceutical,All manners,,1,,,,,,
2022,Nova Scotia,,May,May 2022,Opioid - nonpharmaceutical,All manners,,2,,,,,,
2022,Nova Scotia,,Jun,Jun 2022,Opioid - nonpharmaceutical,All manners,,0,,,,,,
2022,Nova Scotia,,Jul,Jul 2022,Opioid - nonpharmaceutical,All manners,,1,,,,,,
2022,Nova Scotia,,Aug,Aug 2022,Opioid - nonpharmaceutical,All manners,,1,,,,,,
2022,Nova Scotia,,Sep,Sep 2022,Opioid - nonpharmaceutical,All manners,,2,,,,,,
2022,Nova Scotia,,Oct,Oct 2022,Opioid - nonpharmaceutical,All manners,,3,,,,,,
2022,Nova Scotia,,Nov,Nov 2022,Opioid - nonpharmaceutical,All manners,,0,,,,,,
2022,Nova Scotia,,Dec,Dec 2022,Opioid - nonpharmaceutical,All manners,,2,,,,,,
2023,Nova Scotia,,Jan,Jan 2023,Opioid - nonpharmaceutical,All manners,,3,,,,,,
2023,Nova Scotia,,Feb,Feb 2023,Opioid - nonpharmaceutical,All manners,,1,,,,,,
2023,Nova Scotia,,Mar,Mar 2023,Opioid - nonpharmaceutical,All manners,,0,,,,,,
2023,Nova Scotia,,Apr,Apr 2023,Opioid - nonpharmaceutical,All manners,,0,,,,,,
2023,Nova Scotia,,May,May 2023,Opioid - nonpharmaceutical,All manners,,4,,,,,,
2023,Nova Scotia,,Jun,Jun 2023,Opioid - nonpharmaceutical,All manners,,0,,,,,,
2023,Nova Scotia,,Jul,Jul 2023,Opioid - nonpharmaceutical,All manners,,4,,,,,,
2023,Nova Scotia,,Aug,Aug 2023,Opioid - nonpharmaceutical,All manners,,1,,,,,,
2023,Nova Scotia,,Sep,Sep 2023,Opioid - nonpharmaceutical,All manners,,0,,,,,,
2023,Nova Scotia,,Oct,Oct 2023,Opioid - nonpharmaceutical,All manners,,3,,,,,,
2023,Nova Scotia,,Nov,Nov 2023,Opioid - nonpharmaceutical,All manners,,3,,,,,,
2023,Nova Scotia,,Dec,Dec 2023,Opioid - nonpharmaceutical,All manners,,9,,,,,,
2024,Nova Scotia,,Jan,Jan 2024,Opioid - nonpharmaceutical,All manners,,1,,,,,,
2024,Nova Scotia,,Feb,Feb 2024,Opioid - nonpharmaceutical,All manners,,2,,,,,,
2024,Nova Scotia,,Mar,Mar 2024,Opioid - nonpharmaceutical,All manners,,1,,,,,,
2024,Nova Scotia,,Apr,Apr 2024,Opioid - nonpharmaceutical,All manners,,0,,,,,,
2024,Nova Scotia,,May,May 2024,Opioid - nonpharmaceutical,All manners,,0,,,,,,
2024,Nova Scotia,,Jun,Jun 2024,Opioid - nonpharmaceutical,All manners,,2,,,,,,
2024,Nova Scotia,,Jul,Jul 2024,Opioid - nonpharmaceutical,All manners,,1,,,,,,
2024,Nova Scotia,,Aug,Aug 2024,Opioid - nonpharmaceutical,All manners,,1,,,,,,
2024,Nova Scotia,,Sep,Sep 2024,Opioid - nonpharmaceutical,All manners,,2,,,,,,
2024,Nova Scotia,,Oct,Oct 2024,Opioid - nonpharmaceutical,All manners,,1,,,,,,
2024,Nova Scotia,,Nov,Nov 2024,Opioid - nonpharmaceutical,All manners,,3,,,,,,
2024,Nova Scotia,,Dec,Dec 2024,Opioid - nonpharmaceutical,All manners,,1,,,,,,
2025,Nova Scotia,,Jan,Jan 2025,Opioid - nonpharmaceutical,All manners,,1,,,,,,
2025,Nova Scotia,,Feb,Feb 2025,Opioid - nonpharmaceutical,All manners,,0,,,,,,
2025,Nova Scotia,,Mar,Mar 2025,Opioid - nonpharmaceutical,All manners,,2,,,,,,
2025,Nova Scotia,,Apr,Apr 2025,Opioid - nonpharmaceutical,All manners,,2,,,,,,
2025,Nova Scotia,,May,May 2025,Opioid - nonpharmaceutical,All manners,,1,,,,,,
2009,Nova Scotia,,Jan,Jan 2009,Opioid - pharmaceutical,All manners,,1,,,,,,
2009,Nova Scotia,,Feb,Feb 2009,Opioid - pharmaceutical,All manners,,4,,,,,,
2009,Nova Scotia,,Mar,Mar 2009,Opioid - pharmaceutical,All manners,,4,,,,,,
2009,Nova Scotia,,Apr,Apr 2009,Opioid - pharmaceutical,All manners,,1,,,,,,
2009,Nova Scotia,,May,May 2009,Opioid - pharmaceutical,All manners,,6,,,,,,
2009,Nova Scotia,,Jun,Jun 2009,Opioid - pharmaceutical,All manners,,8,,,,,,
2009,Nova Scotia,,Jul,Jul 2009,Opioid - pharmaceutical,All manners,,9,,,,,,
2009,Nova Scotia,,Aug,Aug 2009,Opioid - pharmaceutical,All manners,,8,,,,,,
2009,Nova Scotia,,Sep,Sep 2009,Opioid - pharmaceutical,All manners,,4,,,,,,
2009,Nova Scotia,,Oct,Oct 2009,Opioid - pharmaceutical,All manners,,6,,,,,,
2009,Nova Scotia,,Nov,Nov 2009,Opioid - pharmaceutical,All manners,,4,,,,,,
2009,Nova Scotia,,Dec,Dec 2009,Opioid - pharmaceutical,All manners,,3,,,,,,
2010,Nova Scotia,,Jan,Jan 2010,Opioid - pharmaceutical,All manners,,3,,,,,,
2010,Nova Scotia,,Feb,Feb 2010,Opioid - pharmaceutical,All manners,,6,,,,,,
2010,Nova Scotia,,Mar,Mar 2010,Opioid - pharmaceutical,All manners,,5,,,,,,
2010,Nova Scotia,,Apr,Apr 2010,Opioid - pharmaceutical,All manners,,2,,,,,,
2010,Nova Scotia,,May,May 2010,Opioid - pharmaceutical,All manners,,2,,,,,,
2010,Nova Scotia,,Jun,Jun 2010,Opioid - pharmaceutical,All manners,,2,,,,,,
2010,Nova Scotia,,Jul,Jul 2010,Opioid - pharmaceutical,All manners,,5,,,,,,
2010,Nova Scotia,,Aug,Aug 2010,Opioid - pharmaceutical,All manners,,5,,,,,,
2010,Nova Scotia,,Sep,Sep 2010,Opioid - pharmaceutical,All manners,,3,,,,,,
2010,Nova Scotia,,Oct,Oct 2010,Opioid - pharmaceutical,All manners,,5,,,,,,
2010,Nova Scotia,,Nov,Nov 2010,Opioid - pharmaceutical,All manners,,5,,,,,,
2010,Nova Scotia,,Dec,Dec 2010,Opioid - pharmaceutical,All manners,,7,,,,,,
2011,Nova Scotia,,Jan,Jan 2011,Opioid - pharmaceutical,All manners,,3,,,,,,
2011,Nova Scotia,,Feb,Feb 2011,Opioid - pharmaceutical,All manners,,9,,,,,,
2011,Nova Scotia,,Mar,Mar 2011,Opioid - pharmaceutical,All manners,,2,,,,,,
2011,Nova Scotia,,Apr,Apr 2011,Opioid - pharmaceutical,All manners,,6,,,,,,
2011,Nova Scotia,,May,May 2011,Opioid - pharmaceutical,All manners,,4,,,,,,
2011,Nova Scotia,,Jun,Jun 2011,Opioid - pharmaceutical,All manners,,6,,,,,,
2011,Nova Scotia,,Jul,Jul 2011,Opioid - pharmaceutical,All manners,,5,,,,,,
2011,Nova Scotia,,Aug,Aug 2011,Opioid - pharmaceutical,All manners,,4,,,,,,
2011,Nova Scotia,,Sep,Sep 2011,Opioid - pharmaceutical,All manners,,0,,,,,,
2011,Nova Scotia,,Oct,Oct 2011,Opioid - pharmaceutical,All manners,,6,,,,,,
2011,Nova Scotia,,Nov,Nov 2011,Opioid - pharmaceutical,All manners,,6,,,,,,
2011,Nova Scotia,,Dec,Dec 2011,Opioid - pharmaceutical,All manners,,3,,,,,,
2012,Nova Scotia,,Jan,Jan 2012,Opioid - pharmaceutical,All manners,,8,,,,,,
2012,Nova Scotia,,Feb,Feb 2012,Opioid - pharmaceutical,All manners,,5,,,,,,
2012,Nova Scotia,,Mar,Mar 2012,Opioid - pharmaceutical,All manners,,6,,,,,,
2012,Nova Scotia,,Apr,Apr 2012,Opioid - pharmaceutical,All manners,,7,,,,,,
2012,Nova Scotia,,May,May 2012,Opioid - pharmaceutical,All manners,,4,,,,,,
2012,Nova Scotia,,Jun,Jun 2012,Opioid - pharmaceutical,All manners,,5,,,,,,
2012,Nova Scotia,,Jul,Jul 2012,Opioid - pharmaceutical,All manners,,6,,,,,,
2012,Nova Scotia,,Aug,Aug 2012,Opioid - pharmaceutical,All manners,,7,,,,,,
2012,Nova Scotia,,Sep,Sep 2012,Opioid - pharmaceutical,All manners,,0,,,,,,
2012,Nova Scotia,,Oct,Oct 2012,Opioid - pharmaceutical,All manners,,3,,,,,,
2012,Nova Scotia,,Nov,Nov 2012,Opioid - pharmaceutical,All manners,,9,,,,,,
2012,Nova Scotia,,Dec,Dec 2012,Opioid - pharmaceutical,All manners,,6,,,,,,
2013,Nova Scotia,,Jan,Jan 2013,Opioid - pharmaceutical,All manners,,4,,,,,,
2013,Nova Scotia,,Feb,Feb 2013,Opioid - pharmaceutical,All manners,,7,,,,,,
2013,Nova Scotia,,Mar,Mar 2013,Opioid - pharmaceutical,All manners,,7,,,,,,
2013,Nova Scotia,,Apr,Apr 2013,Opioid - pharmaceutical,All manners,,7,,,,,,
2013,Nova Scotia,,May,May 2013,Opioid - pharmaceutical,All manners,,4,,,,,,
2013,Nova Scotia,,Jun,Jun 2013,Opioid - pharmaceutical,All manners,,1,,,,,,
2013,Nova Scotia,,Jul,Jul 2013,Opioid - pharmaceutical,All manners,,8,,,,,,
2013,Nova Scotia,,Aug,Aug 2013,Opioid - pharmaceutical,All manners,,3,,,,,,
2013,Nova Scotia,,Sep,Sep 2013,Opioid - pharmaceutical,All manners,,3,,,,,,
2013,Nova Scotia,,Oct,Oct 2013,Opioid - pharmaceutical,All manners,,1,,,,,,
2013,Nova Scotia,,Nov,Nov 2013,Opioid - pharmaceutical,All manners,,4,,,,,,
2013,Nova Scotia,,Dec,Dec 2013,Opioid - pharmaceutical,All manners,,4,,,,,,
2014,Nova Scotia,,Jan,Jan 2014,Opioid - pharmaceutical,All manners,,9,,,,,,
2014,Nova Scotia,,Feb,Feb 2014,Opioid - pharmaceutical,All manners,,3,,,,,,
2014,Nova Scotia,,Mar,Mar 2014,Opioid - pharmaceutical,All manners,,0,,,,,,
2014,Nova Scotia,,Apr,Apr 2014,Opioid - pharmaceutical,All manners,,4,,,,,,
2014,Nova Scotia,,May,May 2014,Opioid - pharmaceutical,All manners,,5,,,,,,
2014,Nova Scotia,,Jun,Jun 2014,Opioid - pharmaceutical,All manners,,4,,,,,,
2014,Nova Scotia,,Jul,Jul 2014,Opioid - pharmaceutical,All manners,,7,,,,,,
2014,Nova Scotia,,Aug,Aug 2014,Opioid - pharmaceutical,All manners,,4,,,,,,
2014,Nova Scotia,,Sep,Sep 2014,Opioid - pharmaceutical,All manners,,7,,,,,,
2014,Nova Scotia,,Oct,Oct 2014,Opioid - pharmaceutical,All manners,,8,,,,,,
2014,Nova Scotia,,Nov,Nov 2014,Opioid - pharmaceutical,All manners,,4,,,,,,
2014,Nova Scotia,,Dec,Dec 2014,Opioid - pharmaceutical,All manners,,9,,,,,,
2015,Nova Scotia,,Jan,Jan 2015,Opioid - pharmaceutical,All manners,,5,,,,,,
2015,Nova Scotia,,Feb,Feb 2015,Opioid - pharmaceutical,All manners,,4,,,,,,
2015,Nova Scotia,,Mar,Mar 2015,Opioid - pharmaceutical,All manners,,4,,,,,,
2015,Nova Scotia,,Apr,Apr 2015,Opioid - pharmaceutical,All manners,,6,,,,,,
2015,Nova Scotia,,May,May 2015,Opioid - pharmaceutical,All manners,,6,,,,,,
2015,Nova Scotia,,Jun,Jun 2015,Opioid - pharmaceutical,All manners,,1,,,,,,
2015,Nova Scotia,,Jul,Jul 2015,Opioid - pharmaceutical,All manners,,4,,,,,,
2015,Nova Scotia,,Aug,Aug 2015,Opioid - pharmaceutical,All manners,,3,,,,,,
2015,Nova Scotia,,Sep,Sep 2015,Opioid - pharmaceutical,All manners,,5,,,,,,
2015,Nova Scotia,,Oct,Oct 2015,Opioid - pharmaceutical,All manners,,9,,,,,,
2015,Nova Scotia,,Nov,Nov 2015,Opioid - pharmaceutical,All manners,,4,,,,,,
2015,Nova Scotia,,Dec,Dec 2015,Opioid - pharmaceutical,All manners,,7,,,,,,
2016,Nova Scotia,,Jan,Jan 2016,Opioid - pharmaceutical,All manners,,3,,,,,,
2016,Nova Scotia,,Feb,Feb 2016,Opioid - pharmaceutical,All manners,,6,,,,,,
2016,Nova Scotia,,Mar,Mar 2016,Opioid - pharmaceutical,All manners,,5,,,,,,
2016,Nova Scotia,,Apr,Apr 2016,Opioid - pharmaceutical,All manners,,1,,,,,,
2016,Nova Scotia,,May,May 2016,Opioid - pharmaceutical,All manners,,4,,,,,,
2016,Nova Scotia,,Jun,Jun 2016,Opioid - pharmaceutical,All manners,,6,,,,,,
2016,Nova Scotia,,Jul,Jul 2016,Opioid - pharmaceutical,All manners,,6,,,,,,
2016,Nova Scotia,,Aug,Aug 2016,Opioid - pharmaceutical,All manners,,4,,,,,,
2016,Nova Scotia,,Sep,Sep 2016,Opioid - pharmaceutical,All manners,,5,,,,,,
2016,Nova Scotia,,Oct,Oct 2016,Opioid - pharmaceutical,All manners,,3,,,,,,
2016,Nova Scotia,,Nov,Nov 2016,Opioid - pharmaceutical,All manners,,0,,,,,,
2016,Nova Scotia,,Dec,Dec 2016,Opioid - pharmaceutical,All manners,,2,,,,,,
2017,Nova Scotia,,Jan,Jan 2017,Opioid - pharmaceutical,All manners,,7,,,,,,
2017,Nova Scotia,,Feb,Feb 2017,Opioid - pharmaceutical,All manners,,4,,,,,,
2017,Nova Scotia,,Mar,Mar 2017,Opioid - pharmaceutical,All manners,,7,,,,,,
2017,Nova Scotia,,Apr,Apr 2017,Opioid - pharmaceutical,All manners,,3,,,,,,
2017,Nova Scotia,,May,May 2017,Opioid - pharmaceutical,All manners,,3,,,,,,
2017,Nova Scotia,,Jun,Jun 2017,Opioid - pharmaceutical,All manners,,9,,,,,,
2017,Nova Scotia,,Jul,Jul 2017,Opioid - pharmaceutical,All manners,,2,,,,,,
2017,Nova Scotia,,Aug,Aug 2017,Opioid - pharmaceutical,All manners,,5,,,,,,
2017,Nova Scotia,,Sep,Sep 2017,Opioid - pharmaceutical,All manners,,5,,,,,,
2017,Nova Scotia,,Oct,Oct 2017,Opioid - pharmaceutical,All manners,,4,,,,,,
2017,Nova Scotia,,Nov,Nov 2017,Opioid - pharmaceutical,All manners,,5,,,,,,
2017,Nova Scotia,,Dec,Dec 2017,Opioid - pharmaceutical,All manners,,5,,,,,,
2018,Nova Scotia,,Jan,Jan 2018,Opioid - pharmaceutical,All manners,,4,,,,,,
2018,Nova Scotia,,Feb,Feb 2018,Opioid - pharmaceutical,All manners,,7,,,,,,
2018,Nova Scotia,,Mar,Mar 2018,Opioid - pharmaceutical,All manners,,4,,,,,,
2018,Nova Scotia,,Apr,Apr 2018,Opioid - pharmaceutical,All manners,,2,,,,,,
2018,Nova Scotia,,May,May 2018,Opioid - pharmaceutical,All manners,,6,,,,,,
2018,Nova Scotia,,Jun,Jun 2018,Opioid - pharmaceutical,All manners,,10,,,,,,
2018,Nova Scotia,,Jul,Jul 2018,Opioid - pharmaceutical,All manners,,4,,,,,,
2018,Nova Scotia,,Aug,Aug 2018,Opioid - pharmaceutical,All manners,,2,,,,,,
2018,Nova Scotia,,Sep,Sep 2018,Opioid - pharmaceutical,All manners,,4,,,,,,
2018,Nova Scotia,,Oct,Oct 2018,Opioid - pharmaceutical,All manners,,3,,,,,,
2018,Nova Scotia,,Nov,Nov 2018,Opioid - pharmaceutical,All manners,,5,,,,,,
2018,Nova Scotia,,Dec,Dec 2018,Opioid - pharmaceutical,All manners,,1,,,,,,
2019,Nova Scotia,,Jan,Jan 2019,Opioid - pharmaceutical,All manners,,2,,,,,,
2019,Nova Scotia,,Feb,Feb 2019,Opioid - pharmaceutical,All manners,,6,,,,,,
2019,Nova Scotia,,Mar,Mar 2019,Opioid - pharmaceutical,All manners,,5,,,,,,
2019,Nova Scotia,,Apr,Apr 2019,Opioid - pharmaceutical,All manners,,6,,,,,,
2019,Nova Scotia,,May,May 2019,Opioid - pharmaceutical,All manners,,7,,,,,,
2019,Nova Scotia,,Jun,Jun 2019,Opioid - pharmaceutical,All manners,,3,,,,,,
2019,Nova Scotia,,Jul,Jul 2019,Opioid - pharmaceutical,All manners,,5,,,,,,
2019,Nova Scotia,,Aug,Aug 2019,Opioid - pharmaceutical,All manners,,5,,,,,,
2019,Nova Scotia,,Sep,Sep 2019,Opioid - pharmaceutical,All manners,,2,,,,,,
2019,Nova Scotia,,Oct,Oct 2019,Opioid - pharmaceutical,All manners,,4,,,,,,
2019,Nova Scotia,,Nov,Nov 2019,Opioid - pharmaceutical,All manners,,3,,,,,,
2019,Nova Scotia,,Dec,Dec 2019,Opioid - pharmaceutical,All manners,,5,,,,,,
2020,Nova Scotia,,Jan,Jan 2020,Opioid - pharmaceutical,All manners,,3,,,,,,
2020,Nova Scotia,,Feb,Feb 2020,Opioid - pharmaceutical,All manners,,1,,,,,,
2020,Nova Scotia,,Mar,Mar 2020,Opioid - pharmaceutical,All manners,,3,,,,,,
2020,Nova Scotia,,Apr,Apr 2020,Opioid - pharmaceutical,All manners,,3,,,,,,
2020,Nova Scotia,,May,May 2020,Opioid - pharmaceutical,All manners,,3,,,,,,
2020,Nova Scotia,,Jun,Jun 2020,Opioid - pharmaceutical,All manners,,3,,,,,,
2020,Nova Scotia,,Jul,Jul 2020,Opioid - pharmaceutical,All manners,,2,,,,,,
2020,Nova Scotia,,Aug,Aug 2020,Opioid - pharmaceutical,All manners,,1,,,,,,
2020,Nova Scotia,,Sep,Sep 2020,Opioid - pharmaceutical,All manners,,5,,,,,,
2020,Nova Scotia,,Oct,Oct 2020,Opioid - pharmaceutical,All manners,,4,,,,,,
2020,Nova Scotia,,Nov,Nov 2020,Opioid - pharmaceutical,All manners,,8,,,,,,
2020,Nova Scotia,,Dec,Dec 2020,Opioid - pharmaceutical,All manners,,7,,,,,,
2021,Nova Scotia,,Jan,Jan 2021,Opioid - pharmaceutical,All manners,,5,,,,,,
2021,Nova Scotia,,Feb,Feb 2021,Opioid - pharmaceutical,All manners,,4,,,,,,
2021,Nova Scotia,,Mar,Mar 2021,Opioid - pharmaceutical,All manners,,2,,,,,,
2021,Nova Scotia,,Apr,Apr 2021,Opioid - pharmaceutical,All manners,,4,,,,,,
2021,Nova Scotia,,May,May 2021,Opioid - pharmaceutical,All manners,,2,,,,,,
2021,Nova Scotia,,Jun,Jun 2021,Opioid - pharmaceutical,All manners,,2,,,,,,
2021,Nova Scotia,,Jul,Jul 2021,Opioid - pharmaceutical,All manners,,1,,,,,,
2021,Nova Scotia,,Aug,Aug 2021,Opioid - pharmaceutical,All manners,,2,,,,,,
2021,Nova Scotia,,Sep,Sep 2021,Opioid - pharmaceutical,All manners,,1,,,,,,
2021,Nova Scotia,,Oct,Oct 2021,Opioid - pharmaceutical,All manners,,4,,,,,,
2021,Nova Scotia,,Nov,Nov 2021,Opioid - pharmaceutical,All manners,,3,,,,,,
2021,Nova Scotia,,Dec,Dec 2021,Opioid - pharmaceutical,All manners,,0,,,,,,
2022,Nova Scotia,,Jan,Jan 2022,Opioid - pharmaceutical,All manners,,11,,,,,,
2022,Nova Scotia,,Feb,Feb 2022,Opioid - pharmaceutical,All manners,,5,,,,,,
2022,Nova Scotia,,Mar,Mar 2022,Opioid - pharmaceutical,All manners,,6,,,,,,
2022,Nova Scotia,,Apr,Apr 2022,Opioid - pharmaceutical,All manners,,4,,,,,,
2022,Nova Scotia,,May,May 2022,Opioid - pharmaceutical,All manners,,2,,,,,,
2022,Nova Scotia,,Jun,Jun 2022,Opioid - pharmaceutical,All manners,,3,,,,,,
2022,Nova Scotia,,Jul,Jul 2022,Opioid - pharmaceutical,All manners,,6,,,,,,
2022,Nova Scotia,,Aug,Aug 2022,Opioid - pharmaceutical,All manners,,2,,,,,,
2022,Nova Scotia,,Sep,Sep 2022,Opioid - pharmaceutical,All manners,,4,,,,,,
2022,Nova Scotia,,Oct,Oct 2022,Opioid - pharmaceutical,All manners,,6,,,,,,
2022,Nova Scotia,,Nov,Nov 2022,Opioid - pharmaceutical,All manners,,1,,,,,,
2022,Nova Scotia,,Dec,Dec 2022,Opioid - pharmaceutical,All manners,,4,,,,,,
2023,Nova Scotia,,Jan,Jan 2023,Opioid - pharmaceutical,All manners,,3,,,,,,
2023,Nova Scotia,,Feb,Feb 2023,Opioid - pharmaceutical,All manners,,6,,,,,,
2023,Nova Scotia,,Mar,Mar 2023,Opioid - pharmaceutical,All manners,,2,,,,,,
2023,Nova Scotia,,Apr,Apr 2023,Opioid - pharmaceutical,All manners,,2,,,,,,
2023,Nova Scotia,,May,May 2023,Opioid - pharmaceutical,All manners,,3,,,,,,
2023,Nova Scotia,,Jun,Jun 2023,Opioid - pharmaceutical,All manners,,4,,,,,,
2023,Nova Scotia,,Jul,Jul 2023,Opioid - pharmaceutical,All manners,,3,,,,,,
2023,Nova Scotia,,Aug,Aug 2023,Opioid - pharmaceutical,All manners,,5,,,,,,
2023,Nova Scotia,,Sep,Sep 2023,Opioid - pharmaceutical,All manners,,6,,,,,,
2023,Nova Scotia,,Oct,Oct 2023,Opioid - pharmaceutical,All manners,,8,,,,,,
2023,Nova Scotia,,Nov,Nov 2023,Opioid - pharmaceutical,All manners,,4,,,,,,
2023,Nova Scotia,,Dec,Dec 2023,Opioid - pharmaceutical,All manners,,6,,,,,,
2024,Nova Scotia,,Jan,Jan 2024,Opioid - pharmaceutical,All manners,,3,,,,,,
2024,Nova Scotia,,Feb,Feb 2024,Opioid - pharmaceutical,All manners,,2,,,,,,
2024,Nova Scotia,,Mar,Mar 2024,Opioid - pharmaceutical,All manners,,8,,,,,,
2024,Nova Scotia,,Apr,Apr 2024,Opioid - pharmaceutical,All manners,,2,,,,,,
2024,Nova Scotia,,May,May 2024,Opioid - pharmaceutical,All manners,,4,,,,,,
2024,Nova Scotia,,Jun,Jun 2024,Opioid - pharmaceutical,All manners,,11,,,,,,
2024,Nova Scotia,,Jul,Jul 2024,Opioid - pharmaceutical,All manners,,5,,,,,,
2024,Nova Scotia,,Aug,Aug 2024,Opioid - pharmaceutical,All manners,,7,,,,,,
2024,Nova Scotia,,Sep,Sep 2024,Opioid - pharmaceutical,All manners,,4,,,,,,
2024,Nova Scotia,,Oct,Oct 2024,Opioid - pharmaceutical,All manners,,5,,,,,,
2024,Nova Scotia,,Nov,Nov 2024,Opioid - pharmaceutical,All manners,,1,,,,,,
2024,Nova Scotia,,Dec,Dec 2024,Opioid - pharmaceutical,All manners,,3,,,,,,
2025,Nova Scotia,,Jan,Jan 2025,Opioid - pharmaceutical,All manners,,3,,,,,,
2025,Nova Scotia,,Feb,Feb 2025,Opioid - pharmaceutical,All manners,,7,,,,,,
